126005079,Instituto J Francisco Rodríguez ,345383,14QLH494788,20.602277,-100.445159,1804.7,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-345383-126005062-202404081439,126005062.0,2024-04-08T14:39:00,2024-04-08T07:55:00,none,blue,unusually clear,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/04/08/3858680/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3858682/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3858681/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3858683/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3858684/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3858685/original.jpg,,False,True,,20.6031,-100.4451,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291229,"Instituto Tecnologico de Estudios Superiores de Monterrey, ITESM",341794,12RWT035153,29.066014,-110.964043,195.4,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-341794-122055857-202403150053,122055857.0,2024-03-15T00:53:00,2024-03-14T17:18:00,none,blue,clear,,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,broken,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/03/15/3808042/original.jpg,,https://data.globe.gov/system/photos/2024/03/15/3808044/original.jpg,,https://data.globe.gov/system/photos/2024/03/15/3808043/original.jpg,,https://data.globe.gov/system/photos/2024/03/15/3808045/original.jpg,,https://data.globe.gov/system/photos/2024/03/15/3808046/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3812812/original.jpg,,False,True,,29.0665,-110.9636,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123890531,Instituto tecnológico y de estudios  superiores de Monterrey ,342190,14QMG824299,19.262668,-99.167485,2370.2,2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-342190-123890515-202403172351,123890515.0,2024-03-17T23:51:00,2024-03-17T17:04:00,broken,,,,,,,True,,,,,,,,,,,,,,,,,0.0,0.0,0.0,scattered,translucent,broken,translucent,,,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/03/17/3813104/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3813106/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3813105/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3813107/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3813108/original.jpg,,https://data.globe.gov/system/photos/2024/03/17/3813109/original.jpg,,False,True,,19.2634,-99.1666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22746544,Liceo Alberto Del Canto,322143,14RLP059204,25.488064,-100.930969,1483.3,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-322143-22746306-202403251830,22746306.0,2024-03-25T18:30:00,2024-03-25T11:39:00,scattered,light blue,somewhat hazy,True,True,True,,,True,,,,,True,,,,,,,,,,,0.0,0.0,0.0,clear,transparent,clear,transparent,scattered,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/03/25/3829826/original.jpg,,https://data.globe.gov/system/photos/2024/03/25/3829828/original.jpg,,https://data.globe.gov/system/photos/2024/03/25/3829827/original.jpg,,https://data.globe.gov/system/photos/2024/03/25/3829829/original.jpg,,https://data.globe.gov/system/photos/2024/03/25/3829830/original.jpg,,https://data.globe.gov/system/photos/2024/03/25/3829831/original.jpg,,True,True,,25.4888,-100.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17420208,Mexico Citizen Science,346450,11RNR383189,31.805063,-116.595373,18.4,2024-04-08,,2024-04-08T18:41:00,2024-04-08T12:01:00,2024-04-08T18:38:00,25.8,-3.1,27.1,air temp subday rollup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-346450-126000906-202404081726,126000906.0,2024-04-08T17:26:00,2024-04-08T09:37:00,none,light blue,unusually clear,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,,,,0.0,0.0,0.0,scattered,translucent,isolated,translucent,isolated,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/04/08/3865242/original.jpg,"Notamos más oscuridad y una disminución en la temperatura, notoria sin mirar el termómetro",https://data.globe.gov/system/photos/2024/04/08/3865258/original.jpg,Hazel Andrea,https://data.globe.gov/system/photos/2024/04/08/3865249/original.jpg,Comenzando el eclipse,https://data.globe.gov/system/photos/2024/04/08/3865265/original.jpg,Hazel Andrea,https://data.globe.gov/system/photos/2024/04/08/3865271/original.jpg,El efecto de la camara,https://data.globe.gov/system/photos/2024/04/08/3865277/original.jpg,"Hasta el momento, todo normal con las plantas y las aves están cantando",False,True,,31.8057,-116.5948,0.0,Mazatlan,,,,,,,,,,,,,,,,,,,,,,,,,,70267.0,GLOBE Observer App,126071717.0,2024-04-08T18:58:00,,,,Se encuentra en zona urbana,False,False,False,True,True,False,,,,,https://data.globe.gov/system/photos/2024/04/08/3875257/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3875258/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3875266/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3875269/original.jpg,,"((compassData.heading: null, compassData.horizon: 0))",https://data.globe.gov/system/photos/2024/04/08/3875270/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3875274/original.jpg,,,26.0106,-111.3404,7.3,,automatic,35.0,https://data.globe.gov/system/photos/2024/04/08/3861383/original.jpg,,"((compassData.heading: 59, compassData.horizon: -7))",https://data.globe.gov/system/photos/2024/04/08/3861385/original.jpg,,"((compassData.heading: 209, compassData.horizon: 4))",https://data.globe.gov/system/photos/2024/04/08/3861386/original.jpg,,"((compassData.heading: 288, compassData.horizon: 3))",https://data.globe.gov/system/photos/2024/04/08/3861388/original.jpg,,"((compassData.heading: 92, compassData.horizon: 4))"
6508993,Mexico GLOBE v-School,352617,14QMG723349,19.307741,-99.263671,2732.9,2024-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-352617-94257778-202405111933,94257778.0,2024-05-11T19:33:00,2024-05-11T13:00:00,overcast,light blue,somewhat hazy,True,True,True,True,True,True,,True,True,True,,,,,,,,,,,,0.0,0.0,0.0,scattered,opaque,scattered,opaque,scattered,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/05/11/3957103/original.jpg,,https://data.globe.gov/system/photos/2024/05/11/3957105/original.jpg,,https://data.globe.gov/system/photos/2024/05/11/3957104/original.jpg,,https://data.globe.gov/system/photos/2024/05/11/3957106/original.jpg,,https://data.globe.gov/system/photos/2024/05/11/3957107/original.jpg,,https://data.globe.gov/system/photos/2024/05/11/3957108/original.jpg,,True,True,,19.3078,-99.2632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226967,Montana State University,345389,14QNG162775,19.69285,-98.84543,2295.6,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-345389-17274040-202403132048,17274040.0,2024-03-13T20:48:00,2024-03-13T14:01:00,isolated,pale blue,very hazy,True,,,True,,True,,,,,,,,,,,,,,,,,,,isolated,translucent,clear,transparent,clear,transparent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/03/13/3858704/original.jpg,,https://data.globe.gov/system/photos/2024/03/13/3858706/original.jpg,,https://data.globe.gov/system/photos/2024/03/13/3858705/original.jpg,,https://data.globe.gov/system/photos/2024/03/13/3858707/original.jpg,,https://data.globe.gov/system/photos/2024/03/13/3858708/original.jpg,,https://data.globe.gov/system/photos/2024/03/13/3858709/original.jpg,,True,True,,19.693,-98.8454,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109978,Museo de Historia Natural de la Ciudad de Mexico,9031,Anexo a Residencias Creativas:ATM-01,19.4052,-99.2007,2292.0,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Data Entry Web Forms,116-9031-2886222-202405271850,2886222.0,2024-05-27T18:50:00,2024-05-27T12:16:00,overcast,,,True,True,True,True,True,True,,True,True,,,,,,,,,,,,,,,,clear,opaque,broken,translucent,broken,transparent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/05/27/3989372/original.jpeg,foto norte,https://data.globe.gov/system/photos/2024/05/27/3989374/original.jpeg,foto este,https://data.globe.gov/system/photos/2024/05/27/3989373/original.jpeg,foto sur,https://data.globe.gov/system/photos/2023/10/09/3592416/original.jpeg,al oeste,https://data.globe.gov/system/photos/2024/05/27/3989370/original.jpeg,foto arriba,https://data.globe.gov/system/photos/2024/05/27/3989371/original.jpeg,foto abajo,True,False,Se aprecia suelo húmedo en la mayor parte con zonas algo secas. Está más húmedo.,,,,,2886222.0,2024-05-30T19:32:00,2.0,2024-05-30T18:34:00,2024-05-30T12:58:00,,,5.0,trace,4.0,paper,rain,"Había una mosca viva en su interior, tiré el agua y no tomé el pH por esa razón.",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17407426,Norway Citizen Science,328079,13QFA603010,18.091798,-103.485131,-1907.1,2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-328079-56452099-202310052107,56452099.0,2023-10-05T21:07:00,2023-10-05T14:26:00,broken,,,True,,True,True,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,scattered,opaque,broken,translucent,False,True,False,False,False,False,https://data.globe.gov/system/photos/2023/10/05/3586544/original.jpg,,https://data.globe.gov/system/photos/2023/10/05/3586546/original.jpg,,https://data.globe.gov/system/photos/2023/10/05/3586545/original.jpg,,https://data.globe.gov/system/photos/2023/10/05/3586547/original.jpg,,https://data.globe.gov/system/photos/2023/10/05/3586548/original.jpg,,https://data.globe.gov/system/photos/2023/10/05/3586549/original.jpg,,False,True,,18.0918,-103.485,0.0,The Polar Citizen Science Collective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112712735,STEAM Program Guatemala/USAC-GALILEO-UGTO,348740,13QCF513711,23.242416,-106.453494,2.1,2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12781123.0,,1006.6,1007.0,2024-04-09T16:24:00,2024-04-09T09:16:00,,CENCAR;STEAM Program Guatemala Mexico,GLOBE Observer App,116-348740-12781123-202404102155,12781123.0,2024-04-10T21:55:00,2024-04-10T14:47:00,isolated,blue,clear,True,True,,True,True,True,,,,,,,,,,,,,,,,0.0,0.0,0.0,scattered,transparent,clear,translucent,scattered,transparent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/04/08/3860384/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3860396/original.jpg,,https://data.globe.gov/system/photos/2024/04/10/3901590/original.jpg,,https://data.globe.gov/system/photos/2024/04/10/3901591/original.jpg,,https://data.globe.gov/system/photos/2024/04/10/3901592/original.jpg,,https://data.globe.gov/system/photos/2024/04/10/3901593/original.jpg,,True,True,,23.2428,-106.4534,0.0,CENCAR;STEAM Program Guatemala Mexico,12781123.0,2024-04-09T16:24:00,5.0,2024-04-09T19:07:00,2024-04-09T09:16:00,,,0.0,,,,no occurrence,,0.0,,,CENCAR;STEAM Program Guatemala Mexico,,,,,,,,,69928.0,GLOBE Observer App,12781123.0,2024-04-08T16:27:00,,,,(none),False,False,False,True,True,False,,,,,https://data.globe.gov/system/photos/2024/04/08/3861328/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3861329/original.jpg,,,https://data.globe.gov/system/photos/2024/04/07/3855595/original.jpg,,,https://data.globe.gov/system/photos/2024/04/07/3855596/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3861330/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3861331/original.jpg,,,23.2721,-106.4465,8.2,CENCAR;STEAM Program Guatemala Mexico,automatic,41.0,,,,,,,,,,,,
124916393,Tecnologico de Monterrey,342757,14RLP637398,25.669647,-100.358086,601.0,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-342757-124916378-202403212217,124916378.0,2024-03-21T22:17:00,2024-03-21T15:27:00,broken,light blue,very hazy,,,,,,True,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,False,True,,25.67,-100.3574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128479181,Tecnológico de Monterrey ,353091,13QFC536970,20.766434,-103.524472,1663.8,2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-353091-128479164-202405160033,128479164.0,2024-05-16T00:33:00,2024-05-15T17:43:00,none,blue,unusually clear,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,False,False,False,False,False,False,,,https://data.globe.gov/system/photos/2024/05/16/3964883/original.jpg,,,,,,,,,,False,True,,20.7668,-103.52442,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The GLOBE ID assigned to the school or organization,The name of the reporting school or other institution,The GLOBE ID assigned to the site,The name assigned to the site where the data were collected; the name is selected by the reporting person as part of site definition,The latitude of the site where data were observed in decimal degrees,The longitude of the site where date were observed in decimal degrees,The elevation of the site where data were observed in meters,The date only of when the data were observed in Coordinated Universal Time (UTC),,,,,Air temperature in degrees Celsius,The minimum air temperature since the previous day's reading in degrees Celsius; note that measurements must be taken within one hour of local solar noon,The maximum air temperature since the previous day's reading in degrees Celsius; note that measurements must be taken within one hour of local solar noon,Comments on air temperature measurements,,,,,,,,"Sky color: deep blue, blue, light blue, pale blue, or milky","Sky clarity: unusually clear, clear, somewhat hazy, very hazy, extremely hazy",Satellite mission or instrument to which aerosol observation may be compared,Time the associated remote sensor most nearly flies over the aerosol measurement site,The highest angle the satellite mission is above the horizon for the location and time of the aerosol measurement,The type of instrument (sun photometer) used to measure aerosols,The serial number of the instrument used to measure aerosols,,,,,,,,,,,,,,Comments on the aerosols measurement ,,,Type of barometer use to measure atmospheric pressure,Atmospheric pressure at the measurement site,Atmospheric pressure at the measurement site adjusted to the value that would be observed if the sight were at sea level; these values allow pressure comparisons independent of topography.,,,,,,,,,,Cloud cover ,,,Cirrus clouds were observed,Cirrocumulus clouds were observed,cirrostratus clouds were observed,Altostratus clouds were observed,Alto cumulus clouds wereobserved,Cumulus clouds were observed,Nimbostratus clouds were observed,Stratus clouds were observed,Stratocumulus clouds were observed,Cumulonimbus clouds were observed,Fog obscured >25% of the sky,Smoke obscured >25% of the sky,Haze obscured >25% of the sky,Volcanic ash obscured >25% of the sky,Dust obscured >25% of the sky,Sand obscured >25% of the sky,Spray obscured >25% of the sky,Heavy rain obscured >25% of the sky,Heavy snow obscured >25% of the sky,Blowing snow obscured >25% of the sky,,Number of short-lived contrails observed ,Number of spreading contrails observed ,Number of non-spreading contrails observed,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud and contrail observations were taken by a public citizen scientist,Comments on cloud and contrail observations,,,,,,,The number of days precipitation has accumulated since the previous measurement,,,The depth of new snow,Trace or Missing ,The depth of rain or melted snow,Trace or Missing ,The pH of the precipitation (rain or melted snow),"The method used to measure pH: paper, pen, or meter","Rain, Snow, Sleet, Hail",Comments on the precipitation measurement,The depth of rain,The depth of new snow,The depth of melted new snow,,,,,,Percent relative humidity,Humidity stated as dew point,Comments on humidity measurement,,,,,,MUC code of the land cover site,,Description of the land cover site MUC code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109956,Unidad Profesional Interdisciplinaria de BiotecnologÍa,345345,14RKQ592808,26.928276,-101.425081,576.3,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-345345-125916648-202404081624,125916648.0,2024-04-08T16:24:00,2024-04-08T09:36:00,broken,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,0.0,0.0,0.0,broken,transparent,isolated,translucent,broken,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/04/08/3861416/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3861419/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3861418/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3861421/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3861422/original.jpg,,https://data.globe.gov/system/photos/2024/04/08/3861425/original.jpg,,False,True,,26.9291,-101.4247,0.0,Coahuila IPN,,,,,,,,,,,,,,,,,,,,,,,,,,69827.0,GLOBE Observer App,125916648.0,2024-04-08T14:20:00,,,,(none),False,False,False,True,True,False,,,,,https://data.globe.gov/system/photos/2024/04/08/3858547/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3858548/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3858549/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3858550/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3858551/original.jpg,,,https://data.globe.gov/system/photos/2024/04/08/3858552/original.jpg,,,26.9291,-101.4247,577.2,Coahuila IPN,manual,,,,,,,,,,,,,
17501721,United Kingdom Citizen Science,329316,16QDH969852,20.666145,-87.029762,1.2,2023-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-329316-115661003-202310141542,115661003.0,2023-10-14T15:42:00,2023-10-14T10:10:00,none,light blue,somewhat hazy,,,,,,True,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,clear,,clear,transparent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2023/10/14/3603671/original.jpg,,https://data.globe.gov/system/photos/2023/10/14/3603673/original.jpg,,https://data.globe.gov/system/photos/2023/10/14/3602392/original.jpg,,https://data.globe.gov/system/photos/2023/10/14/3603674/original.jpg,,https://data.globe.gov/system/photos/2023/10/14/3603675/original.jpg,,https://data.globe.gov/system/photos/2023/10/14/3603676/original.jpg,,False,True,,20.6668,-87.0293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17043304,United States of America Citizen Science,336555,12QXL094306,22.879713,-109.933477,87.3,2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-353060-31193265-202405161554,31193265.0,2024-05-16T15:54:00,2024-05-16T08:24:00,none,blue,unusually clear,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,0.0,0.0,0.0,broken,translucent,scattered,translucent,broken,translucent,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/05/20/3969502/original.jpg,,https://data.globe.gov/system/photos/2024/05/20/3969504/original.jpg,,https://data.globe.gov/system/photos/2024/05/20/3969503/original.jpg,,https://data.globe.gov/system/photos/2024/05/20/3969505/original.jpg,,https://data.globe.gov/system/photos/2024/05/20/3969506/original.jpg,,https://data.globe.gov/system/photos/2024/05/20/3969507/original.jpg,,False,True,,31.2905,-113.5005,0.0,2024 Eclipse Siblings,,,,,,,,,,,,,,,,,,,,,,,,,,63228.0,GLOBE Observer App,120291748.0,2024-01-15T01:09:00,,,,(none),False,False,False,True,True,False,,,,,https://data.globe.gov/system/photos/2024/01/15/3729397/original.jpg,,,https://data.globe.gov/system/photos/2024/01/15/3729398/original.jpg,,,https://data.globe.gov/system/photos/2024/01/15/3729399/original.jpg,,,https://data.globe.gov/system/photos/2024/01/15/3729400/original.jpg,,,https://data.globe.gov/system/photos/2024/01/15/3729401/original.jpg,,,https://data.globe.gov/system/photos/2024/01/15/3729402/original.jpg,,,22.8805,-109.9333,96.0,Oregon State University GEOGRAPHY,automatic,14.0,,,,,,,,,,,,
133770761,Universidad Interserrana del Estado de Puebla-Chilchotla,360697,14QPG905294,19.249247,-97.187544,2218.6,2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-360697-133770745-202407301310,133770745.0,2024-07-30T13:10:00,2024-07-30T06:33:00,overcast,blue,clear,,,,,,,,,,True,,,,,,,,,,,,0.0,0.0,0.0,overcast,opaque,,,,,False,True,True,False,True,False,,,,,,,,,,,,,False,True,,19.2497,-97.1869,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125799590,Upemor ,344688,14QMF849883,18.886725,-99.143371,1434.6,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBE Observer App,116-344688-125799573-202404051310,125799573.0,2024-04-05T13:10:00,2024-04-05T06:30:00,none,blue,somewhat hazy,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,False,False,False,True,True,False,https://data.globe.gov/system/photos/2024/04/05/3851803/original.jpg,,,,,,,,,,,,False,True,,18.8869,-99.1425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
